integration_row_key	a_row_key	nct_id	om_index	group_id	obs_id_b_form	om_title	group_title	payload_shard	cache_revision	a_present	a_reported_denominator_participants	a_denominator_state	a_denominator_provenance	a_n_source_categories	a_n_categories_kept_by_producer	a_category_preservation_state	a_proportion_suitability	a_unresolved_reason_codes	a_advisory_flag_codes	a_evaluable_n_minus_reported_denominator	a_all_categories_sum_minus_reported_denominator	a_job1_classification_carried	a_leaf_qa_coverage	c_join_state	c_join_bridge	c_arm_link_state	c_arm_link_evidence_code	c_confirmed_registry_arm_label	c_confirmed_registry_arm_type	c_candidate_registry_arm_labels	c_control_status	c_contested_flag	c_sole_arm_multi_results_group_flag	c_arm_set_type_state	c_disposition_vs_job3	b_join_state	b_cohort_key	b_n_observations_in_cohort_set	b_sibling_observation_ids	b_unresolved_states	b_selection_status	b_duplicate_encoding_candidate	b_denominator_state	b_denominator_value_participants	b_reporting_status_state	b_usable_for_proportion	b_unusable_reason	b_endpoint_constructs	b_assessment_criteria	b_noncollection_statement	integration_state	blocking_conditions	contradictions_retained	job1_arithmetic_independently_confirmed	job2_independently_confirmed	job3_independently_confirmed	rate_derived	unique_patient_total_derived	control_comparison_derived	source_pointer
NCT02536794|OM12|OG000	NCT02536794|OM12|OG000	NCT02536794	12	OG000	NCT02536794#om12#OG000	Response in Patients With Metastatic HER2 Negative Breast Cancer Treated With Durvalumab in Combination With Tremelimumab	Treatment (MEDI4736, Tremelimumab)	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	30	READ_FROM_SOURCE	outcomeMeasures[12].denoms[units=Participants].counts[groupId=OG000].value	5	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	-3	0	unsupported	LEAF-QA-group1.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Treatment (MEDI4736, tremelimumab)	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	MEASURE_OUTSIDE_B_TITLE_BOUNDARY															BLOCKED	B_NOT_ASSESSED:MEASURE_OUTSIDE_B_TITLE_BOUNDARY|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	ROW_NOT_ASSESSED_BY_B	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02536794] :: outcomeMeasures[12] :: groups[OG000]
NCT02566993|OM7|OG000	NCT02566993|OM7|OG000	NCT02566993	7	OG000	NCT02566993#om7#OG000	Best Antitumor Response by Independent Review Committee	Lurbinectedin/Doxorubicin	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	307	READ_FROM_SOURCE	outcomeMeasures[7].denoms[units=Participants].counts[groupId=OG000].value	5	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	-25	0	unsupported	LEAF-QA-group1.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Experimental Arm	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	MIXED_ARM_TYPES	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	MEASURE_OUTSIDE_B_TITLE_BOUNDARY															BLOCKED	B_NOT_ASSESSED:MEASURE_OUTSIDE_B_TITLE_BOUNDARY|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	ROW_NOT_ASSESSED_BY_B	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02566993] :: outcomeMeasures[7] :: groups[OG000]
NCT02566993|OM7|OG001	NCT02566993|OM7|OG001	NCT02566993	7	OG001	NCT02566993#om7#OG001	Best Antitumor Response by Independent Review Committee	Topotecan or Cyclophosphamide/Doxorubicin/Vincristine	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	306	READ_FROM_SOURCE	outcomeMeasures[7].denoms[units=Participants].counts[groupId=OG001].value	5	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	-47	0	unsupported	LEAF-QA-group1.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CANDIDATE	LEAF_ARM_IDENTITY_NOT_BOUND_TO_A_SINGLE_ARM			Control Arm 1 + Control Arm 2	CONTROL_UNSPECIFIED_CANDIDATE_GROUP_TEXT_ONLY		NO	MIXED_ARM_TYPES	UNCHANGED_CLASS	MEASURE_OUTSIDE_B_TITLE_BOUNDARY															BLOCKED	C_ARM_LINK_NOT_CONFIRMED:CANDIDATE|C_CONTROL_STATUS_CANDIDATE_ONLY|B_NOT_ASSESSED:MEASURE_OUTSIDE_B_TITLE_BOUNDARY|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_NOT_REFUTED_WHILE_C_ARM_CANDIDATE|ROW_NOT_ASSESSED_BY_B	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02566993] :: outcomeMeasures[7] :: groups[OG001]
NCT02567799|OM11|OG000	NCT02567799|OM11|OG000	NCT02567799	11	OG000	NCT02567799#om11#OG000	Rate of Progressive Disease Evaluated by the Response Evaluation Criteria in Solid Tumors (RECIST) (1.1) Criteria	BIO 300 Oral Suspension (500 mg/Day)	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	6	READ_FROM_SOURCE	outcomeMeasures[11].denoms[units=Participants].counts[groupId=OG000].value	4	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Single-arm	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		YES	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	TRIAL_OUTSIDE_B_CORPUS_SCOPE															BLOCKED	B_NOT_ASSESSED:TRIAL_OUTSIDE_B_CORPUS_SCOPE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS|ROW_NOT_ASSESSED_BY_B	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02567799] :: outcomeMeasures[11] :: groups[OG000]
NCT02567799|OM11|OG001	NCT02567799|OM11|OG001	NCT02567799	11	OG001	NCT02567799#om11#OG001	Rate of Progressive Disease Evaluated by the Response Evaluation Criteria in Solid Tumors (RECIST) (1.1) Criteria	BIO 300 Oral Suspension (1000 mg/Day)	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	7	READ_FROM_SOURCE	outcomeMeasures[11].denoms[units=Participants].counts[groupId=OG001].value	4	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Single-arm	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		YES	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	TRIAL_OUTSIDE_B_CORPUS_SCOPE															BLOCKED	B_NOT_ASSESSED:TRIAL_OUTSIDE_B_CORPUS_SCOPE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS|ROW_NOT_ASSESSED_BY_B	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02567799] :: outcomeMeasures[11] :: groups[OG001]
NCT02567799|OM11|OG002	NCT02567799|OM11|OG002	NCT02567799	11	OG002	NCT02567799#om11#OG002	Rate of Progressive Disease Evaluated by the Response Evaluation Criteria in Solid Tumors (RECIST) (1.1) Criteria	BIO 300 Oral Suspension (1500 mg/Day)	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	7	READ_FROM_SOURCE	outcomeMeasures[11].denoms[units=Participants].counts[groupId=OG002].value	4	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NONE	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Single-arm	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		YES	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	TRIAL_OUTSIDE_B_CORPUS_SCOPE															BLOCKED	B_NOT_ASSESSED:TRIAL_OUTSIDE_B_CORPUS_SCOPE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS|ROW_NOT_ASSESSED_BY_B	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02567799] :: outcomeMeasures[11] :: groups[OG002]
NCT02575807|OM3|OG000	NCT02575807|OM3|OG000	NCT02575807	3	OG000	NCT02575807#om3#OG000	Phase 2: Objective Response Rate (ORR)	Phase 2: CRS-207/Pembro/IDO	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	1	READ_FROM_SOURCE	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG000].value	5	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LABEL_BYTE_EXACT	Phase 2: CRS-207/Pembro/IDO	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT02575807||phase 2: crs-207/pembro/ido	2	NCT02575807#om3#OG000|NCT02575807#om6#OG003	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	False	PRESENT	1	POSTED	True		ORR|OVERALL_RESPONSE|BOR|RESPONSE_RATE_GENERIC|RESPONSE_CATEGORY_DIST	mRECIST	False	BLOCKED	B_COMPETING_RECORDS_UNRESOLVED|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02575807] :: outcomeMeasures[3] :: groups[OG000]
NCT02575807|OM3|OG001	NCT02575807|OM3|OG001	NCT02575807	3	OG001	NCT02575807#om3#OG001	Phase 2: Objective Response Rate (ORR)	Phase 2: CRS-207/Pembro	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	2	READ_FROM_SOURCE	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG001].value	5	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LABEL_BYTE_EXACT	Phase 2: CRS-207/Pembro	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT02575807||phase 2: crs-207/pembro	2	NCT02575807#om3#OG001|NCT02575807#om6#OG004	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS|UNRESOLVED_MULTIPLE_OUTCOME_TYPES	NOT_SELECTED_BY_DESIGN	False	PRESENT	2	POSTED	True		ORR|OVERALL_RESPONSE|BOR|RESPONSE_RATE_GENERIC|RESPONSE_CATEGORY_DIST	mRECIST	False	BLOCKED	B_COMPETING_RECORDS_UNRESOLVED|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02575807] :: outcomeMeasures[3] :: groups[OG001]
NCT02575807|OM4|OG000	NCT02575807|OM4|OG000	NCT02575807	4	OG000	NCT02575807#om4#OG000	Phase 1: Objective Response Rate (ORR) by mRECIST	Phase 1: CRS-207	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	8	READ_FROM_SOURCE	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG000].value	5	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LABEL_BYTE_EXACT	Phase 1: CRS-207	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT02575807||phase 1: crs-207	2	NCT02575807#om4#OG000|NCT02575807#om6#OG000	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	NOT_SELECTED_BY_DESIGN	False	PRESENT	8	POSTED	True		ORR|OVERALL_RESPONSE|BOR|RESPONSE_RATE_GENERIC|RESPONSE_CATEGORY_DIST	mRECIST|RECIST	False	BLOCKED	B_COMPETING_RECORDS_UNRESOLVED|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02575807] :: outcomeMeasures[4] :: groups[OG000]
NCT02575807|OM4|OG001	NCT02575807|OM4|OG001	NCT02575807	4	OG001	NCT02575807#om4#OG001	Phase 1: Objective Response Rate (ORR) by mRECIST	Phase 1: CRS-207/IDO 100 mg	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	4	READ_FROM_SOURCE	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG001].value	5	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LABEL_BYTE_EXACT	Phase 1: CRS-207/IDO 100 mg	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT02575807||phase 1: crs-207/ido 100 mg	2	NCT02575807#om4#OG001|NCT02575807#om6#OG001	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	NOT_SELECTED_BY_DESIGN	False	PRESENT	4	POSTED	True		ORR|OVERALL_RESPONSE|BOR|RESPONSE_RATE_GENERIC|RESPONSE_CATEGORY_DIST	mRECIST|RECIST	False	BLOCKED	B_COMPETING_RECORDS_UNRESOLVED|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02575807] :: outcomeMeasures[4] :: groups[OG001]
NCT02575807|OM4|OG002	NCT02575807|OM4|OG002	NCT02575807	4	OG002	NCT02575807#om4#OG002	Phase 1: Objective Response Rate (ORR) by mRECIST	Phase 1: CRS-207/IDO 300 mg	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	13	READ_FROM_SOURCE	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG002].value	5	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	-3	0	unsupported	LEAF-QA-group1.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LABEL_BYTE_EXACT	Phase 1: CRS-207/IDO 300 mg	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT02575807||phase 1: crs-207/ido 300 mg	2	NCT02575807#om4#OG002|NCT02575807#om6#OG002	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_DENOMINATORS	NOT_SELECTED_BY_DESIGN	False	PRESENT	13	POSTED	True		ORR|OVERALL_RESPONSE|BOR|RESPONSE_RATE_GENERIC|RESPONSE_CATEGORY_DIST	mRECIST|RECIST	False	BLOCKED	B_COMPETING_RECORDS_UNRESOLVED|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02575807] :: outcomeMeasures[4] :: groups[OG002]
NCT02578641|OM4|OG000	NCT02578641|OM4|OG000	NCT02578641	4	OG000	NCT02578641#om4#OG000	Best Overall Response (BOR) of Subjects With Advanced Nasopharyngeal Carcinoma.	Chemo + EBV-CTL	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	164	READ_FROM_SOURCE	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG000].value	6	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	-10	0	unsupported	LEAF-QA-group1.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Arm A	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	MIXED_ARM_TYPES	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	JOINED_UNIQUE	NCT02578641||chemo + ebv-ctl	3	NCT02578641#om2#OG000|NCT02578641#om3#OG000|NCT02578641#om4#OG000	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	NOT_SELECTED_BY_DESIGN	False	PRESENT	164	POSTED	True		ORR|OVERALL_RESPONSE|BOR|RESPONSE_CATEGORY_DIST	RECIST	False	BLOCKED	B_COMPETING_RECORDS_UNRESOLVED|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02578641] :: outcomeMeasures[4] :: groups[OG000]
NCT02578641|OM4|OG001	NCT02578641|OM4|OG001	NCT02578641	4	OG001	NCT02578641#om4#OG001	Best Overall Response (BOR) of Subjects With Advanced Nasopharyngeal Carcinoma.	Chemo Only	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	166	READ_FROM_SOURCE	outcomeMeasures[4].denoms[units=Participants].counts[groupId=OG001].value	6	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	-10	0	unsupported	LEAF-QA-group1.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Arm B	ACTIVE_COMPARATOR		CONTROL_ACTIVE_COMPARATOR_CONFIRMED		NO	MIXED_ARM_TYPES	CHANGED_CLASS:UNKNOWN->CONTROL_SUPPORTED	JOINED_UNIQUE	NCT02578641||chemo only	3	NCT02578641#om2#OG001|NCT02578641#om3#OG001|NCT02578641#om4#OG001	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS	NOT_SELECTED_BY_DESIGN	False	PRESENT	166	POSTED	True		ORR|OVERALL_RESPONSE|BOR|RESPONSE_CATEGORY_DIST	RECIST	False	BLOCKED	B_COMPETING_RECORDS_UNRESOLVED|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02578641] :: outcomeMeasures[4] :: groups[OG001]
NCT02584829|OM2|OG000	NCT02584829|OM2|OG000	NCT02584829	2	OG000	NCT02584829#om2#OG000	Disease Response, as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1	Group 1 (Avelumab and MHC Class I Up-regulation)	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	1	READ_FROM_SOURCE	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG000].value	5	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	0	0	valid	NONE	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Group 1 (avelumab and MHC class I up-regulation)	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	TRIAL_OUTSIDE_B_CORPUS_SCOPE															BLOCKED	B_NOT_ASSESSED:TRIAL_OUTSIDE_B_CORPUS_SCOPE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	ROW_NOT_ASSESSED_BY_B	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02584829] :: outcomeMeasures[2] :: groups[OG000]
NCT02584829|OM2|OG001	NCT02584829|OM2|OG001	NCT02584829	2	OG001	NCT02584829#om2#OG001	Disease Response, as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1	Group 2 (Avelumab, MHC Class I Up-regulation, T Cells)	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	7	READ_FROM_SOURCE	outcomeMeasures[2].denoms[units=Participants].counts[groupId=OG001].value	5	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	-1	0	unsupported	LEAF-QA-group1.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Group 2 (avelumab, MHC class I up-regulation, T cells)	EXPERIMENTAL		NOT_CONTROL_CONFIRMED		NO	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	TRIAL_OUTSIDE_B_CORPUS_SCOPE															BLOCKED	B_NOT_ASSESSED:TRIAL_OUTSIDE_B_CORPUS_SCOPE|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	ROW_NOT_ASSESSED_BY_B	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02584829] :: outcomeMeasures[2] :: groups[OG001]
NCT02593786|OM3|OG000	NCT02593786|OM3|OG000	NCT02593786	3	OG000	NCT02593786#om3#OG000	Best Overall Response (BOR)	Cohort A: Nivolumab 3 mg/kg Q2W	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	yes	15	READ_FROM_SOURCE	outcomeMeasures[3].denoms[units=Participants].counts[groupId=OG000].value	5	4	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	UNCLASSIFIED_CATEGORY_DROPPED_BY_PRODUCER	-1	0	unsupported	LEAF-QA-group1.tsv	JOINED_UNIQUE	nct+om_title+group_title (C carries no om_index/group_id)	UNRESOLVED	LEAF_ARMS_MUTUALLY_INDISTINGUISHABLE				UNKNOWN_IN_THIS_CACHE		NO	ALL_ARMS_NON_CONTROL_TYPED	UNCHANGED_CLASS	JOINED_UNIQUE	NCT02593786||cohort a: nivolumab 3 mg/kg q2w	4	NCT02593786#om3#OG000|NCT02593786#om5#OG000|NCT02593786#om6#OG000|NCT02593786#om7#OG000	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_TIME_FRAMES|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	NOT_SELECTED_BY_DESIGN	False	PRESENT	15	POSTED	True		OVERALL_RESPONSE|BOR|RESPONSE_CATEGORY_DIST	RECIST	False	BLOCKED	C_ARM_LINK_NOT_CONFIRMED:UNRESOLVED|C_CONTROL_STATUS_UNKNOWN_IN_THIS_CACHE|B_COMPETING_RECORDS_UNRESOLVED|B_DISJOINTNESS_UNVERIFIABLE_NO_PARTICIPANT_FLOW	A_NOT_REFUTED_WHILE_C_ARM_UNRESOLVED|A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	true	false	false	NOT_DERIVED	NOT_DERIVED	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02593786] :: outcomeMeasures[3] :: groups[OG000]
